ID,Название задачи,Статус,ID проекта
4799,Task 4799,Завершена,8896
4800,Task 4800,В процессе,4409
4801,Task 4801,Не начата,7014
4802,Task 4802,Не начата,7950
4803,Task 4803,В процессе,2692
4804,Task 4804,В процессе,1464
4805,Task 4805,Не начата,2136
4806,Task 4806,Не начата,4260
4807,Task 4807,В процессе,6978
4808,Task 4808,Завершена,4241
4809,Task 4809,Завершена,3942
4810,Task 4810,В процессе,3603
4811,Task 4811,Не начата,4027
4812,Task 4812,Не начата,7204
4813,Task 4813,В процессе,5195
4814,Task 4814,Не начата,1839
4815,Task 4815,Завершена,35
4816,Task 4816,Завершена,2511
4817,Task 4817,В процессе,1336
4818,Task 4818,Не начата,166
4819,Task 4819,В процессе,7272
4820,Task 4820,Не начата,3317
4821,Task 4821,В процессе,4143
4822,Task 4822,Не начата,4333
4823,Task 4823,Завершена,2802
4824,Task 4824,Не начата,56
4825,Task 4825,Не начата,4281
4826,Task 4826,Завершена,9769
4827,Task 4827,В процессе,8015
4828,Task 4828,Не начата,5006
4829,Task 4829,Не начата,7636
4830,Task 4830,Завершена,4197
4831,Task 4831,Завершена,389
4832,Task 4832,Не начата,3821
4833,Task 4833,В процессе,4603
4834,Task 4834,Завершена,4318
4835,Task 4835,В процессе,2453
4836,Task 4836,Завершена,1588
4837,Task 4837,Не начата,4904
4838,Task 4838,Не начата,8761
4839,Task 4839,В процессе,8195
4840,Task 4840,В процессе,3521
4841,Task 4841,В процессе,6139
4842,Task 4842,Не начата,4899
4843,Task 4843,Не начата,6708
4844,Task 4844,Не начата,3376
4845,Task 4845,Не начата,5823
4846,Task 4846,Завершена,7342
4847,Task 4847,Не начата,7615
4848,Task 4848,В процессе,8220
4849,Task 4849,Завершена,963
4850,Task 4850,Не начата,8219
4851,Task 4851,Не начата,7399
4852,Task 4852,Не начата,4115
4853,Task 4853,В процессе,4829
4854,Task 4854,Завершена,512
4855,Task 4855,Не начата,4935
4856,Task 4856,В процессе,4735
4857,Task 4857,Завершена,4653
4858,Task 4858,Не начата,9087
4859,Task 4859,Не начата,4091
4860,Task 4860,В процессе,7971
4861,Task 4861,В процессе,7489
4862,Task 4862,В процессе,6421
4863,Task 4863,Завершена,7034
4864,Task 4864,Не начата,314
4865,Task 4865,Не начата,3941
4866,Task 4866,Не начата,4168
4867,Task 4867,В процессе,9732
4868,Task 4868,Завершена,208
4869,Task 4869,Завершена,9585
4870,Task 4870,В процессе,5352
4871,Task 4871,Не начата,85
4872,Task 4872,Не начата,5489
4873,Task 4873,Завершена,4169
4874,Task 4874,Завершена,8376
4875,Task 4875,Завершена,3232
4876,Task 4876,В процессе,11
4877,Task 4877,В процессе,5363
4878,Task 4878,Не начата,3264
4879,Task 4879,Не начата,7403
4880,Task 4880,Не начата,4312
4881,Task 4881,Не начата,6520
4882,Task 4882,Завершена,8620
4883,Task 4883,Завершена,3949
4884,Task 4884,Не начата,5946
4885,Task 4885,Завершена,4764
4886,Task 4886,Не начата,4157
4887,Task 4887,Завершена,6934
4888,Task 4888,Не начата,3084
4889,Task 4889,В процессе,842
4890,Task 4890,Завершена,9357
4891,Task 4891,В процессе,8141
4892,Task 4892,Завершена,8467
4893,Task 4893,В процессе,6761
4894,Task 4894,Завершена,7059
4895,Task 4895,В процессе,375
4896,Task 4896,Не начата,7473
4897,Task 4897,Завершена,1195
4898,Task 4898,Завершена,1868
4899,Task 4899,Не начата,3919
4900,Task 4900,Завершена,7173
4901,Task 4901,Завершена,5511
4902,Task 4902,В процессе,4662
4903,Task 4903,Завершена,543
4904,Task 4904,Не начата,7897
4905,Task 4905,Не начата,9205
4906,Task 4906,Завершена,3027
4907,Task 4907,Не начата,9002
4908,Task 4908,В процессе,6223
4909,Task 4909,Не начата,3953
4910,Task 4910,Не начата,6130
4911,Task 4911,В процессе,4577
4912,Task 4912,Завершена,9899
4913,Task 4913,Не начата,7222
4914,Task 4914,Не начата,5119
4915,Task 4915,Завершена,7754
4916,Task 4916,Завершена,5827
4917,Task 4917,Завершена,9761
4918,Task 4918,Не начата,1573
4919,Task 4919,В процессе,5039
4920,Task 4920,Не начата,6916
4921,Task 4921,Не начата,8998
4922,Task 4922,Завершена,425
4923,Task 4923,Завершена,3556
4924,Task 4924,Завершена,9209
4925,Task 4925,В процессе,4227
4926,Task 4926,В процессе,1666
4927,Task 4927,Не начата,3259
4928,Task 4928,Не начата,891
4929,Task 4929,Завершена,3938
4930,Task 4930,В процессе,2093
4931,Task 4931,Завершена,8091
4932,Task 4932,Не начата,1564
4933,Task 4933,Завершена,4139
4934,Task 4934,В процессе,5396
4935,Task 4935,Завершена,7238
4936,Task 4936,Завершена,5816
4937,Task 4937,Завершена,3472
4938,Task 4938,В процессе,5607
4939,Task 4939,В процессе,4435
4940,Task 4940,В процессе,5910
4941,Task 4941,Завершена,3036
4942,Task 4942,В процессе,614
4943,Task 4943,В процессе,9325
4944,Task 4944,Завершена,946
4945,Task 4945,В процессе,6109
4946,Task 4946,В процессе,858
4947,Task 4947,Завершена,3410
4948,Task 4948,Завершена,7320
4949,Task 4949,Не начата,5136
4950,Task 4950,Завершена,8963
4951,Task 4951,В процессе,8669
4952,Task 4952,Завершена,4518
4953,Task 4953,Не начата,9713
4954,Task 4954,Не начата,9062
4955,Task 4955,Завершена,1121
4956,Task 4956,Завершена,900
4957,Task 4957,В процессе,1658
4958,Task 4958,Не начата,6647
4959,Task 4959,Не начата,7544
4960,Task 4960,Завершена,6847
4961,Task 4961,Завершена,3384
4962,Task 4962,Завершена,2876
4963,Task 4963,В процессе,8964
4964,Task 4964,В процессе,1111
4965,Task 4965,Не начата,4151
4966,Task 4966,Завершена,1748
4967,Task 4967,Завершена,4261
4968,Task 4968,Завершена,9462
4969,Task 4969,Завершена,6804
4970,Task 4970,Не начата,4364
4971,Task 4971,Не начата,6530
4972,Task 4972,Не начата,486
4973,Task 4973,Завершена,7340
4974,Task 4974,В процессе,6601
4975,Task 4975,Не начата,6880
4976,Task 4976,В процессе,5762
4977,Task 4977,Завершена,7538
4978,Task 4978,Не начата,5238
4979,Task 4979,В процессе,8994
4980,Task 4980,В процессе,17
4981,Task 4981,Не начата,3306
4982,Task 4982,В процессе,2363
4983,Task 4983,Не начата,1543
4984,Task 4984,Завершена,2112
4985,Task 4985,В процессе,3335
4986,Task 4986,Не начата,239
4987,Task 4987,Не начата,3087
4988,Task 4988,В процессе,2656
4989,Task 4989,Завершена,2866
4990,Task 4990,Не начата,8527
4991,Task 4991,Завершена,4674
4992,Task 4992,Не начата,5691
4993,Task 4993,Не начата,7730
4994,Task 4994,Не начата,3666
4995,Task 4995,В процессе,4831
4996,Task 4996,Не начата,5741
4997,Task 4997,В процессе,8345
4998,Task 4998,В процессе,9400
4999,Task 4999,Завершена,5875
5000,Task 5000,Не начата,519
5001,Task 5001,Завершена,6450
5002,Task 5002,В процессе,9214
5003,Task 5003,В процессе,1601
5004,Task 5004,Завершена,7923
5005,Task 5005,Завершена,1659
5006,Task 5006,Завершена,1059
5007,Task 5007,Не начата,7585
5008,Task 5008,Завершена,9699
5009,Task 5009,Не начата,4212
5010,Task 5010,Не начата,4274
5011,Task 5011,Не начата,5266
5012,Task 5012,В процессе,2402
5013,Task 5013,Завершена,7097
5014,Task 5014,В процессе,7502
5015,Task 5015,Не начата,531
5016,Task 5016,В процессе,8919
5017,Task 5017,В процессе,160
5018,Task 5018,Завершена,3913
5019,Task 5019,В процессе,5697
5020,Task 5020,Завершена,9996
5021,Task 5021,Завершена,9438
5022,Task 5022,Не начата,6491
5023,Task 5023,Завершена,6817
5024,Task 5024,В процессе,8983
5025,Task 5025,В процессе,6090
5026,Task 5026,Не начата,285
5027,Task 5027,Завершена,785
5028,Task 5028,Завершена,5926
5029,Task 5029,Не начата,6310
5030,Task 5030,В процессе,3308
5031,Task 5031,Не начата,4987
5032,Task 5032,Не начата,6141
5033,Task 5033,В процессе,9992
5034,Task 5034,В процессе,3686
5035,Task 5035,В процессе,6550
5036,Task 5036,В процессе,7394
5037,Task 5037,Завершена,3209
5038,Task 5038,Завершена,7408
5039,Task 5039,Не начата,969
5040,Task 5040,Завершена,6393
5041,Task 5041,Не начата,4238
5042,Task 5042,Не начата,286
5043,Task 5043,В процессе,4422
5044,Task 5044,В процессе,4767
5045,Task 5045,Не начата,4837
5046,Task 5046,Не начата,8092
5047,Task 5047,Не начата,8233
5048,Task 5048,Не начата,1043
5049,Task 5049,В процессе,9254
5050,Task 5050,Не начата,9957
5051,Task 5051,Завершена,3547
5052,Task 5052,Не начата,5930
5053,Task 5053,Завершена,8605
5054,Task 5054,В процессе,8155
5055,Task 5055,Завершена,570
5056,Task 5056,В процессе,4531
5057,Task 5057,Не начата,4066
5058,Task 5058,Завершена,5207
5059,Task 5059,Завершена,2075
5060,Task 5060,Завершена,4311
5061,Task 5061,В процессе,5594
5062,Task 5062,В процессе,3741
5063,Task 5063,Не начата,8760
5064,Task 5064,В процессе,2414
5065,Task 5065,В процессе,8788
5066,Task 5066,Не начата,2960
5067,Task 5067,Завершена,3318
5068,Task 5068,Не начата,3251
5069,Task 5069,Не начата,7996
5070,Task 5070,Завершена,8342
5071,Task 5071,В процессе,1503
5072,Task 5072,Не начата,8023
5073,Task 5073,В процессе,5073
5074,Task 5074,Не начата,1421
5075,Task 5075,Не начата,9749
5076,Task 5076,Не начата,5294
5077,Task 5077,Не начата,5588
5078,Task 5078,В процессе,234
5079,Task 5079,Завершена,8439
5080,Task 5080,Завершена,7152
5081,Task 5081,Завершена,8281
5082,Task 5082,Завершена,3307
5083,Task 5083,Завершена,5548
5084,Task 5084,В процессе,2196
5085,Task 5085,В процессе,7028
5086,Task 5086,Не начата,7538
5087,Task 5087,Завершена,8655
5088,Task 5088,Завершена,5656
5089,Task 5089,Завершена,9990
5090,Task 5090,В процессе,4897
5091,Task 5091,Завершена,7907
5092,Task 5092,В процессе,5561
5093,Task 5093,В процессе,3025
5094,Task 5094,В процессе,9226
5095,Task 5095,Завершена,9837
5096,Task 5096,Завершена,4692
5097,Task 5097,В процессе,5355
5098,Task 5098,Завершена,4717
5099,Task 5099,Завершена,6225
5100,Task 5100,Не начата,8737
5101,Task 5101,Не начата,4097
5102,Task 5102,В процессе,4880
5103,Task 5103,В процессе,7354
5104,Task 5104,Завершена,7139
5105,Task 5105,Завершена,5031
5106,Task 5106,Завершена,9950
5107,Task 5107,В процессе,3416
5108,Task 5108,В процессе,7267
5109,Task 5109,В процессе,3617
5110,Task 5110,В процессе,1905
5111,Task 5111,Завершена,4411
5112,Task 5112,Не начата,90
5113,Task 5113,В процессе,3556
5114,Task 5114,В процессе,1079
5115,Task 5115,Не начата,5105
5116,Task 5116,Завершена,6295
5117,Task 5117,Завершена,6893
5118,Task 5118,Завершена,9774
5119,Task 5119,Завершена,1674
5120,Task 5120,В процессе,3654
5121,Task 5121,В процессе,5935
5122,Task 5122,Завершена,9904
5123,Task 5123,Завершена,9983
5124,Task 5124,Завершена,7292
5125,Task 5125,Не начата,8625
5126,Task 5126,В процессе,7660
5127,Task 5127,Не начата,2248
5128,Task 5128,Не начата,6386
5129,Task 5129,Не начата,5352
5130,Task 5130,Не начата,651
5131,Task 5131,Завершена,8618
5132,Task 5132,Не начата,1338
5133,Task 5133,Завершена,6510
5134,Task 5134,В процессе,2334
5135,Task 5135,Не начата,3860
5136,Task 5136,Завершена,6931
5137,Task 5137,Не начата,3271
5138,Task 5138,Завершена,935
5139,Task 5139,В процессе,6708
5140,Task 5140,В процессе,2823
5141,Task 5141,Завершена,1391
5142,Task 5142,Завершена,9486
5143,Task 5143,Не начата,4059
5144,Task 5144,В процессе,8504
5145,Task 5145,В процессе,5917
5146,Task 5146,Не начата,6772
5147,Task 5147,Завершена,6312
5148,Task 5148,Завершена,9838
5149,Task 5149,Завершена,9901
5150,Task 5150,Завершена,5057
5151,Task 5151,В процессе,9409
5152,Task 5152,Завершена,4146
5153,Task 5153,Не начата,1327
5154,Task 5154,Завершена,9878
5155,Task 5155,Не начата,381
5156,Task 5156,В процессе,450
5157,Task 5157,Не начата,5720
5158,Task 5158,Завершена,6961
5159,Task 5159,Завершена,7350
5160,Task 5160,Не начата,821
5161,Task 5161,Завершена,2214
5162,Task 5162,В процессе,7449
5163,Task 5163,Не начата,7644
5164,Task 5164,Завершена,9510
5165,Task 5165,Завершена,2862
5166,Task 5166,Не начата,4933
5167,Task 5167,В процессе,1749
5168,Task 5168,Завершена,3543
5169,Task 5169,В процессе,6701
5170,Task 5170,Завершена,5776
5171,Task 5171,Не начата,1159
5172,Task 5172,Не начата,4534
5173,Task 5173,Не начата,1618
5174,Task 5174,Не начата,8307
5175,Task 5175,Не начата,2881
5176,Task 5176,Завершена,8192
5177,Task 5177,Завершена,2932
5178,Task 5178,В процессе,9951
5179,Task 5179,Завершена,8506
5180,Task 5180,Не начата,4881
5181,Task 5181,Не начата,4387
5182,Task 5182,Завершена,3024
5183,Task 5183,В процессе,3505
5184,Task 5184,Не начата,2016
5185,Task 5185,Завершена,6676
5186,Task 5186,Не начата,2651
5187,Task 5187,Завершена,5987
5188,Task 5188,Не начата,9109
5189,Task 5189,Завершена,5039
5190,Task 5190,Не начата,3568
5191,Task 5191,В процессе,6614
5192,Task 5192,Не начата,7736
5193,Task 5193,В процессе,5152
5194,Task 5194,В процессе,6782
5195,Task 5195,Завершена,4000
5196,Task 5196,В процессе,5668
5197,Task 5197,В процессе,180
5198,Task 5198,Завершена,9389
5199,Task 5199,Не начата,7493
5200,Task 5200,В процессе,540
5201,Task 5201,Завершена,5980
5202,Task 5202,Завершена,2377
5203,Task 5203,Не начата,5943
5204,Task 5204,В процессе,6549
5205,Task 5205,Не начата,9460
5206,Task 5206,Не начата,8648
5207,Task 5207,В процессе,684
5208,Task 5208,Завершена,3907
5209,Task 5209,В процессе,7659
5210,Task 5210,Завершена,6462
5211,Task 5211,В процессе,6873
5212,Task 5212,В процессе,9983
5213,Task 5213,Завершена,4016
5214,Task 5214,В процессе,3592
5215,Task 5215,В процессе,3620
5216,Task 5216,В процессе,2785
5217,Task 5217,Не начата,3808
5218,Task 5218,В процессе,64
5219,Task 5219,Не начата,273
5220,Task 5220,Не начата,7832
5221,Task 5221,Не начата,1773
5222,Task 5222,В процессе,6286
5223,Task 5223,Не начата,7935
5224,Task 5224,В процессе,9265
5225,Task 5225,Завершена,8527
5226,Task 5226,В процессе,6616
5227,Task 5227,Не начата,3078
5228,Task 5228,Завершена,6686
5229,Task 5229,В процессе,3199
5230,Task 5230,Завершена,6689
5231,Task 5231,Завершена,6804
5232,Task 5232,Не начата,7237
5233,Task 5233,Не начата,1011
5234,Task 5234,Не начата,6442
5235,Task 5235,В процессе,1555
5236,Task 5236,Завершена,1195
5237,Task 5237,В процессе,8971
5238,Task 5238,Завершена,7536
5239,Task 5239,В процессе,4756
5240,Task 5240,В процессе,4493
5241,Task 5241,Не начата,9709
5242,Task 5242,Не начата,6759
5243,Task 5243,Завершена,2870
5244,Task 5244,Не начата,9780
5245,Task 5245,Завершена,6987
5246,Task 5246,Не начата,4278
5247,Task 5247,Не начата,9417
5248,Task 5248,Не начата,883
5249,Task 5249,В процессе,5167
5250,Task 5250,Не начата,1161
5251,Task 5251,Не начата,7593
5252,Task 5252,В процессе,1493
5253,Task 5253,Завершена,6246
5254,Task 5254,Завершена,6641
5255,Task 5255,Завершена,1847
5256,Task 5256,В процессе,209
5257,Task 5257,В процессе,9654
5258,Task 5258,Не начата,2172
5259,Task 5259,В процессе,8975
5260,Task 5260,В процессе,5552
5261,Task 5261,В процессе,5254
5262,Task 5262,Не начата,8572
5263,Task 5263,Завершена,1174
5264,Task 5264,Не начата,7111
5265,Task 5265,Завершена,6986
5266,Task 5266,Завершена,9462
5267,Task 5267,В процессе,961
5268,Task 5268,В процессе,7168
5269,Task 5269,Завершена,2485
5270,Task 5270,В процессе,2022
5271,Task 5271,Завершена,6744
5272,Task 5272,В процессе,7492
5273,Task 5273,В процессе,4538
5274,Task 5274,В процессе,8479
5275,Task 5275,В процессе,6339
5276,Task 5276,В процессе,4894
5277,Task 5277,В процессе,7990
5278,Task 5278,Не начата,5054
5279,Task 5279,В процессе,5002
5280,Task 5280,Завершена,9656
5281,Task 5281,В процессе,3150
5282,Task 5282,Завершена,5245
5283,Task 5283,В процессе,7215
5284,Task 5284,В процессе,398
5285,Task 5285,Завершена,7295
5286,Task 5286,В процессе,2705
5287,Task 5287,Завершена,2749
5288,Task 5288,В процессе,9006
5289,Task 5289,В процессе,2995
5290,Task 5290,Завершена,1419
5291,Task 5291,В процессе,3347
5292,Task 5292,Завершена,2520
5293,Task 5293,Не начата,5716
5294,Task 5294,В процессе,4351
5295,Task 5295,Завершена,7633
5296,Task 5296,В процессе,3267
5297,Task 5297,Не начата,1278
5298,Task 5298,В процессе,6219
5299,Task 5299,Завершена,184
5300,Task 5300,В процессе,4005
5301,Task 5301,В процессе,7556
5302,Task 5302,Не начата,6048
5303,Task 5303,В процессе,6023
5304,Task 5304,Не начата,1137
5305,Task 5305,Не начата,3229
5306,Task 5306,В процессе,1879
5307,Task 5307,В процессе,3721
5308,Task 5308,В процессе,2707
5309,Task 5309,В процессе,7479
5310,Task 5310,Завершена,5734
5311,Task 5311,Завершена,9231
5312,Task 5312,Не начата,4892
5313,Task 5313,В процессе,99
5314,Task 5314,Завершена,2479
5315,Task 5315,Не начата,6157
5316,Task 5316,Не начата,7101
5317,Task 5317,Завершена,9733
5318,Task 5318,Завершена,2980
5319,Task 5319,Завершена,1338
5320,Task 5320,Не начата,9516
5321,Task 5321,Не начата,7055
5322,Task 5322,В процессе,8786
5323,Task 5323,Завершена,1954
5324,Task 5324,Не начата,8705
5325,Task 5325,В процессе,5127
5326,Task 5326,Завершена,2174
5327,Task 5327,Завершена,5883
5328,Task 5328,Не начата,9406
5329,Task 5329,Завершена,9783
5330,Task 5330,Не начата,2802
5331,Task 5331,Не начата,506
5332,Task 5332,Завершена,9879
5333,Task 5333,В процессе,5308
5334,Task 5334,В процессе,2839
5335,Task 5335,В процессе,9280
5336,Task 5336,В процессе,8905
5337,Task 5337,Завершена,1654
5338,Task 5338,Завершена,8073
5339,Task 5339,Не начата,7051
5340,Task 5340,В процессе,3419
5341,Task 5341,В процессе,9360
5342,Task 5342,В процессе,4320
5343,Task 5343,Не начата,6648
5344,Task 5344,В процессе,7977
5345,Task 5345,Не начата,7708
5346,Task 5346,В процессе,5046
5347,Task 5347,Не начата,6344
5348,Task 5348,Не начата,1589
5349,Task 5349,В процессе,7574
5350,Task 5350,Завершена,7783
5351,Task 5351,В процессе,6737
5352,Task 5352,Не начата,4602
5353,Task 5353,Завершена,4848
5354,Task 5354,В процессе,4101
5355,Task 5355,В процессе,1854
5356,Task 5356,В процессе,8953
5357,Task 5357,В процессе,500
5358,Task 5358,В процессе,8782
5359,Task 5359,В процессе,6528
5360,Task 5360,Не начата,4986
5361,Task 5361,Завершена,8795
5362,Task 5362,Завершена,8245
5363,Task 5363,Завершена,7697
5364,Task 5364,Не начата,3017
5365,Task 5365,В процессе,2988
5366,Task 5366,Не начата,8192
5367,Task 5367,В процессе,7952
5368,Task 5368,Завершена,7647
5369,Task 5369,Завершена,8172
5370,Task 5370,В процессе,5139
5371,Task 5371,Завершена,739
5372,Task 5372,Не начата,6319
5373,Task 5373,В процессе,88
5374,Task 5374,В процессе,3245
5375,Task 5375,В процессе,734
5376,Task 5376,Завершена,681
5377,Task 5377,В процессе,9801
5378,Task 5378,Завершена,6371
5379,Task 5379,Завершена,3939
5380,Task 5380,В процессе,6415
5381,Task 5381,Не начата,6856
5382,Task 5382,Не начата,6804
5383,Task 5383,Не начата,4521
5384,Task 5384,Завершена,6855
5385,Task 5385,В процессе,1516
5386,Task 5386,В процессе,2490
5387,Task 5387,Завершена,187
5388,Task 5388,Завершена,6274
5389,Task 5389,В процессе,7274
5390,Task 5390,Не начата,5275
5391,Task 5391,Не начата,4639
5392,Task 5392,Не начата,241
5393,Task 5393,Завершена,929
5394,Task 5394,В процессе,1178
5395,Task 5395,Не начата,4854
5396,Task 5396,Не начата,1646
5397,Task 5397,В процессе,1564
5398,Task 5398,В процессе,3957
5399,Task 5399,В процессе,2231
5400,Task 5400,В процессе,9832
5401,Task 5401,Завершена,9743
5402,Task 5402,Не начата,9642
5403,Task 5403,Завершена,6639
5404,Task 5404,В процессе,1079
5405,Task 5405,Завершена,7336
5406,Task 5406,В процессе,610
5407,Task 5407,Завершена,989
5408,Task 5408,В процессе,8858
5409,Task 5409,Не начата,8303
5410,Task 5410,В процессе,4209
5411,Task 5411,В процессе,6814
5412,Task 5412,Завершена,4756
5413,Task 5413,Завершена,3114
5414,Task 5414,В процессе,6720
5415,Task 5415,В процессе,5538
5416,Task 5416,Не начата,3155
5417,Task 5417,Не начата,5293
5418,Task 5418,Завершена,5468
5419,Task 5419,В процессе,1532
5420,Task 5420,Не начата,3101
5421,Task 5421,Не начата,6426
5422,Task 5422,Не начата,9413
5423,Task 5423,Не начата,8474
5424,Task 5424,В процессе,3817
5425,Task 5425,Завершена,5421
5426,Task 5426,Не начата,6392
5427,Task 5427,В процессе,4678
5428,Task 5428,Завершена,7561
5429,Task 5429,Завершена,1912
5430,Task 5430,В процессе,8174
5431,Task 5431,В процессе,7897
5432,Task 5432,Не начата,1974
5433,Task 5433,Не начата,2205
5434,Task 5434,В процессе,9784
5435,Task 5435,Завершена,2220
5436,Task 5436,Не начата,1433
5437,Task 5437,Завершена,1566
5438,Task 5438,В процессе,4669
5439,Task 5439,Завершена,3160
5440,Task 5440,Завершена,9346
5441,Task 5441,Завершена,1340
5442,Task 5442,Завершена,9164
5443,Task 5443,В процессе,4534
5444,Task 5444,Завершена,5981
5445,Task 5445,В процессе,5038
5446,Task 5446,Завершена,686
5447,Task 5447,Не начата,9634
5448,Task 5448,В процессе,2319
5449,Task 5449,Не начата,6969
5450,Task 5450,Завершена,5881
5451,Task 5451,Завершена,3367
5452,Task 5452,Не начата,9330
5453,Task 5453,Не начата,5451
5454,Task 5454,Не начата,1676
5455,Task 5455,Не начата,4337
5456,Task 5456,Не начата,9061
5457,Task 5457,Завершена,3862
5458,Task 5458,В процессе,63
5459,Task 5459,Завершена,389
5460,Task 5460,Завершена,1771
5461,Task 5461,Не начата,4451
5462,Task 5462,Не начата,8242
5463,Task 5463,Не начата,6110
5464,Task 5464,В процессе,505
5465,Task 5465,В процессе,5813
5466,Task 5466,В процессе,1117
5467,Task 5467,В процессе,2715
5468,Task 5468,Завершена,301
5469,Task 5469,В процессе,2747
5470,Task 5470,Не начата,7408
5471,Task 5471,Завершена,8241
5472,Task 5472,В процессе,6985
5473,Task 5473,Завершена,9409
5474,Task 5474,Завершена,3359
5475,Task 5475,В процессе,9896
5476,Task 5476,Не начата,6154
5477,Task 5477,Не начата,7355
5478,Task 5478,Не начата,64
5479,Task 5479,Не начата,5924
5480,Task 5480,Не начата,3721
5481,Task 5481,В процессе,2166
5482,Task 5482,Завершена,5060
5483,Task 5483,Завершена,1280
5484,Task 5484,Завершена,116
5485,Task 5485,В процессе,6678
5486,Task 5486,Не начата,5919
5487,Task 5487,Не начата,6240
5488,Task 5488,В процессе,7938
5489,Task 5489,Не начата,7775
5490,Task 5490,В процессе,5803
5491,Task 5491,В процессе,2991
5492,Task 5492,Не начата,411
5493,Task 5493,Завершена,5768
5494,Task 5494,В процессе,6206
5495,Task 5495,В процессе,1820
5496,Task 5496,Не начата,5122
5497,Task 5497,Завершена,9886
5498,Task 5498,Не начата,7124
5499,Task 5499,В процессе,6580
5500,Task 5500,Завершена,3592
5501,Task 5501,Не начата,6207
5502,Task 5502,Не начата,6314
5503,Task 5503,Не начата,9598
5504,Task 5504,Завершена,5503
5505,Task 5505,Не начата,1798
5506,Task 5506,Завершена,7557
5507,Task 5507,В процессе,4848
5508,Task 5508,В процессе,4858
5509,Task 5509,В процессе,902
5510,Task 5510,Не начата,5362
5511,Task 5511,Не начата,6735
5512,Task 5512,Не начата,9272
5513,Task 5513,В процессе,2948
5514,Task 5514,Завершена,9749
5515,Task 5515,Не начата,9564
5516,Task 5516,Завершена,9815
5517,Task 5517,Не начата,9567
5518,Task 5518,Завершена,6258
5519,Task 5519,В процессе,4499
5520,Task 5520,Не начата,3999
5521,Task 5521,Завершена,1107
5522,Task 5522,Завершена,3422
5523,Task 5523,В процессе,1576
5524,Task 5524,Не начата,2062
5525,Task 5525,Не начата,6911
5526,Task 5526,Не начата,2517
5527,Task 5527,В процессе,3843
5528,Task 5528,В процессе,9274
5529,Task 5529,Завершена,5825
5530,Task 5530,Не начата,3531
5531,Task 5531,Не начата,4824
5532,Task 5532,Завершена,5526
5533,Task 5533,В процессе,5003
5534,Task 5534,В процессе,7976
5535,Task 5535,В процессе,9713
5536,Task 5536,Завершена,1712
5537,Task 5537,В процессе,654
5538,Task 5538,Не начата,9213
5539,Task 5539,Не начата,8374
5540,Task 5540,Завершена,6422
5541,Task 5541,В процессе,2592
5542,Task 5542,Не начата,2753
5543,Task 5543,Завершена,9357
5544,Task 5544,Не начата,9668
5545,Task 5545,Завершена,6619
5546,Task 5546,В процессе,297
5547,Task 5547,Завершена,4065
5548,Task 5548,В процессе,5206
5549,Task 5549,В процессе,2598
5550,Task 5550,Не начата,7496
5551,Task 5551,В процессе,7956
5552,Task 5552,В процессе,615
5553,Task 5553,Завершена,2702
5554,Task 5554,Не начата,4603
5555,Task 5555,В процессе,4876
5556,Task 5556,В процессе,2740
5557,Task 5557,Завершена,7782
5558,Task 5558,Завершена,8563
5559,Task 5559,Не начата,164
5560,Task 5560,В процессе,377
5561,Task 5561,Завершена,9008
5562,Task 5562,Не начата,9994
5563,Task 5563,В процессе,3863
5564,Task 5564,Завершена,4545
5565,Task 5565,В процессе,8693
5566,Task 5566,В процессе,5943
5567,Task 5567,Не начата,1706
5568,Task 5568,Завершена,6029
5569,Task 5569,В процессе,1131
5570,Task 5570,В процессе,8301
5571,Task 5571,Не начата,873
5572,Task 5572,В процессе,7420
5573,Task 5573,В процессе,7396
5574,Task 5574,В процессе,1881
5575,Task 5575,В процессе,1244
5576,Task 5576,В процессе,2710
5577,Task 5577,В процессе,1681
5578,Task 5578,В процессе,2766
5579,Task 5579,Не начата,2689
5580,Task 5580,В процессе,7947
5581,Task 5581,Завершена,2727
5582,Task 5582,Завершена,6870
5583,Task 5583,В процессе,6034
5584,Task 5584,Завершена,1202
5585,Task 5585,В процессе,4726
5586,Task 5586,Завершена,5787
5587,Task 5587,В процессе,2930
5588,Task 5588,В процессе,4934
5589,Task 5589,В процессе,4830
5590,Task 5590,В процессе,5675
5591,Task 5591,В процессе,8645
5592,Task 5592,Завершена,9738
5593,Task 5593,Завершена,7466
5594,Task 5594,В процессе,1874
5595,Task 5595,Завершена,1683
5596,Task 5596,Не начата,5501
5597,Task 5597,Не начата,4911
5598,Task 5598,В процессе,9603
5599,Task 5599,В процессе,1169
5600,Task 5600,Завершена,5653
5601,Task 5601,В процессе,7440
5602,Task 5602,В процессе,7348
5603,Task 5603,Завершена,3586
5604,Task 5604,В процессе,2803
5605,Task 5605,В процессе,8095
5606,Task 5606,Завершена,1027
5607,Task 5607,Завершена,135
5608,Task 5608,В процессе,268
5609,Task 5609,Завершена,1666
5610,Task 5610,Завершена,8579
5611,Task 5611,В процессе,5904
5612,Task 5612,В процессе,2829
5613,Task 5613,Не начата,8828
5614,Task 5614,Не начата,4751
5615,Task 5615,Не начата,5509
5616,Task 5616,Завершена,4774
5617,Task 5617,Не начата,154
5618,Task 5618,В процессе,9305
5619,Task 5619,Завершена,8989
5620,Task 5620,В процессе,55
5621,Task 5621,Не начата,8737
5622,Task 5622,Завершена,4762
5623,Task 5623,В процессе,5498
5624,Task 5624,Не начата,2320
5625,Task 5625,Завершена,8603
